IdSucursal,IdComercio,IdBandera,banderaDescripcion,comercioRazonSocial,provincia,localidad,dirección,lat,lng,sucursalNombre,sucursalTipo
10-3-687,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Álvarez Jonte 1938",-34.60352200,-58.47144500,"Álvarez Jonte 1938","Autoservicio"
10-3-688,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Lope De Vega 19",-34.63691000,-58.49946600,"Lope de Vega 19","Autoservicio"
10-3-689,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Independencia 2716",-34.61900500,-58.40389700,"Av. Independencia 2716","Autoservicio"
10-3-691,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. La Plata 716",-34.62382200,-58.42730000,"Av. La Plata 716","Autoservicio"
10-3-693,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Pedro Goyena 1680",-34.62851600,-58.45210000,"Pedro Goyena 1680","Autoservicio"
10-3-694,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Tucumán 1541",-34.60167400,-58.38872900,"Tucumán 1541","Autoservicio"
10-3-695,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Almirante Brown 261",-34.62863600,-58.36631100,"Almirante Brown 261","Autoservicio"
10-3-697,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Caboto 420",-34.62779000,-58.36029500,"Caboto 420","Autoservicio"
10-3-698,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Beláustegui 2748",-34.61545200,-58.47532600,"Beláustegui 2748","Autoservicio"
10-3-699,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Dorrego 2145",-34.57807800,-58.43933800,"Dorrego 2145","Autoservicio"
10-3-710,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Nahuel Huapi 5038",-34.57112900,-58.48838000,"Nahuel Huapi 5038","Autoservicio"
10-3-711,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Álvarez Thomas 372",-34.58128000,-58.44905000,"Álvarez Thomas 372","Autoservicio"
10-3-715,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Córdoba 4967",-34.59161500,-58.43390000,"Córdoba 4967","Autoservicio"
10-3-716,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Castañeda 1836",-34.55398200,-58.43664200,"Castañeda 1836","Autoservicio"
10-3-721,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Tres De Febrero 1857",-34.56160900,-58.44996700,"Tres de Febrero 1857","Autoservicio"
10-3-723,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Leandro N. Alem 198",-34.60537000,-58.37031200,"Alem 198","Autoservicio"
10-3-724,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Ayacucho 539",-34.60274800,-58.39536300,"Ayacucho 539","Autoservicio"
10-3-725,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Directorio 2320",-34.63315600,-58.45940800,"Directorio 2320","Autoservicio"
10-3-726,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Lisandro De Latorre 199",-34.64122400,-58.52105500,"Lisandro de Latorre 199","Autoservicio"
10-3-727,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Montiel 168",-34.64107300,-58.52623600,"Montiel 168","Autoservicio"
10-3-730,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Esmeralda 151",-34.60644500,-58.37786100,"Esmeralda 151","Autoservicio"
10-3-731,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Sarmiento 4551",-34.60400300,-58.42963500,"Sarmiento 4551","Autoservicio"
10-3-732,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Ambrosetti 758",-34.60969600,-58.43872300,"Ambrosetti 758","Autoservicio"
10-3-733,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Lisandro De Latorre 790",-34.64747300,-58.51984700,"Lisandro de Latorre 790","Autoservicio"
10-3-734,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Urquiza 1015",-34.62270100,-58.40919700,"Urquiza 1015","Autoservicio"
10-3-735,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Pueyrredón 2120",-34.58778200,-58.39790000,"Pueyrredón 2120","Autoservicio"
10-3-739,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Franklin D Roosevelt 3002",-34.56082900,-58.46618100,"Franklin D Roosevelt 3002","Autoservicio"
10-3-740,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Varela 888",-34.63944900,-58.45854300,"Varela 888","Autoservicio"
10-3-742,10,3,Express,"INC S.A.",AR-C,"Ciudad Autónoma de Buenos Aires","Av. Juan Bautista Alberdi 5494",-34.64902500,-58.49953100,"Juan B. Alberdi 5494","Autoservicio"
11-2-1007,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-F,"LA RIOJA","Ortiz De Ocampo 1127",-29.42805600,-66.86243400,"La Rioja","Hipermercado"
11-2-1011,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-A,SALTA,"Av Paraguay 1450",-24.80482100,-65.42078400,Salta,"Hipermercado"
11-2-1012,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-G,"SANTIAGO DEL ESTERO","Av Belgrano Sur 2663",-27.80967700,-64.24964900,Santiago,"Hipermercado"
11-2-1013,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-B,TIGRE,"Colombia 1212",-34.47377000,-58.66267000,Tigre,"Hipermercado"
11-2-1015,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-M,MAIPU,"Maza 470",-32.97881300,-68.79714200,Maipu,"Hipermercado"
11-2-1021,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-Q,NEUQUEN,"Av Belgrano 2735",-38.95052300,-68.09728500,Neuquen,"Hipermercado"
11-2-1022,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-R,"SAN CARLOS DE BARILOCHE","Av J Hermann E/Pje Gutierrez Y Calfu Co 0 None",-41.16085400,-71.31914500,Bariloche,"Hipermercado"
11-2-1023,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-L,"SANTA ROSA","Circunvalacion Ing Marzo 1550",-36.60319500,-64.27097300,"La Pampa","Hipermercado"
11-2-1024,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-P,FORMOSA,"Av Gunitsky 3636",-26.19504000,-58.20331300,Formosa,"Hipermercado"
11-2-1026,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-K,"SAN FERNANDO DEL VALLE DE CATAMARCA","Av Villafañe 2420",-28.46722200,-65.75521800,Catamarca,"Hipermercado"
11-2-1028,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-B,"ALMIRANTE BROWN","Av Espora 2074",-34.81663100,-58.38989600,"Almirante Brown","Hipermercado"
11-2-1029,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-B,MORENO,"Av Julio Argentino Roca 3500",-34.58806300,-58.74511200,Moreno,"Hipermercado"
11-2-1031,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-Y,"SAN SALVADOR DE JUJUY","Riobamba Y Ruta 9 None",-24.21067700,-65.28849700,Jujuy,"Hipermercado"
11-2-1032,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-B,"INGENIERO PABLO NOGUES","Rn 197 Av Del Sesquicentenario 1781",-34.49910300,-58.71079800,"Malvinas Arg","Hipermercado"
11-2-1033,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-T,"BANDA DEL RIO SALI","Guatemala Y Av. San Martin None",-26.83778500,-65.16938000,"Rio Sali","Supermercado"
11-2-1035,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-B,CASEROS,"Av Pte Peron 9150",-34.57511100,-58.61138900,"Tres de Febrero","Hipermercado"
11-2-1038,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-R,CIPOLLETTI,"Bolivia 1169",-38.93184600,-67.98413800,Cipoletti,"Hipermercado"
11-2-1039,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-E,PARANA,"Av Blas Parera 1152",-31.74191000,-60.49386900,Parana,"Hipermercado"
11-2-1042,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-U,TRELEW,"Avenida Eva Perón 719",-43.24928200,-65.29080400,Trelew,"Hipermercado"
11-2-1050,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-B,LANUS,"Boulevard De Los Italianos 321",-34.71880900,-58.35197500,Lanus,"Hipermercado"
11-2-1051,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-N,POSADAS,"Av Tambor De Tacuari 5158",-27.36722100,-55.92750900,Posadas,"Hipermercado"
11-2-1052,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-A,"SAN RAMON DE LA NUEVA ORAN","Av Pueyrredon Y Av Palacios None",-23.14483800,-64.32626300,Oran,"Hipermercado"
11-2-1053,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-R,VIEDMA,"Tierra Del Fuego 514",-40.82486700,-62.98427200,Viedma,"Hipermercado"
11-2-1055,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-D,"VILLA MERCEDES","Av Pte Peron E/J Daract Y Necochea 825",-33.68030900,-65.45230800,"Villa Mer","Hipermercado"
11-2-1056,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-X,"VILLA NUEVA","Av Carranza E/ Lima Y Costanera 980",-32.42360500,-63.24397800,"Villa Nueva","Hipermercado"
11-2-1059,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-B,"GONZALEZ CATAN","Av.Bder.Gral.J.M. De Rosas 14446",-34.76355800,-58.61884100,"González Catán","Hipermercado"
11-2-1060,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-X,"BARRIO MATIENZO *","Av Fuerza Aerea Argentina 4372",-31.43201400,-64.24399100,"CDBA-Fuerza Aerea","Supermercado"
11-2-1061,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-B,JUNIN,"Ruta N° 7 Y Sargento Cabral None",-34.59741100,-60.97508400,Junin,"Hipermercado"
11-2-1067,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-M,"GENERAL SAN MARTIN","Boulogne Sur Mer 700",-33.07982600,-68.48280300,"San Martin","Hipermercado"
11-2-1074,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-W,GOYA,"Av.Pte.D.F.Sarmiento Y J.M.Soto None",-29.15470300,-59.27254400,Goya,"Hipermercado"
11-2-1075,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-A,"BARRIO CASTAÑARES","Avenida Fuerza Aerea Esq. Aguas Blancas None",-24.72610000,-65.40337300,"Salta Ciudad Judicial","Hipermercado"
11-2-1076,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-B,TEMPERLEY,"Cerrito 1891",-34.75683900,-58.37773800,"Lomas Cerrito","Hipermercado"
11-2-1077,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-L,"GENERAL PICO","Calle 319 352",-35.66256300,-63.78319500,"Gral Pico","Hipermercado"
11-2-1078,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-A,TARTAGAL,"Paraguay Y Ruta Nac. Nro. 34 None",-22.51350800,-63.79213100,Tartagal,"Hipermercado"
11-2-1080,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-G,"SANTIAGO DEL ESTERO","Avenida Leopoldo Lugones Esq. Pedro Cont None",-27.82813000,-64.27000400,"Santiago Sur","Hipermercado"
11-2-1081,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-J,"BARRIO RAWSON","Av. Doctor Ortega Y Las Vicentinas None",-31.57567200,-68.54372400,Rawson,"Hipermercado"
11-2-1082,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-T,"SAN MIGUEL DE TUCUMAN","Avenida Jujuy Y Avenida Democracia None",-26.86611100,-65.22110700,Tucumán,"Supermercado"
11-2-1085,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-W,CORRIENTES,"Avenida Maipú Y Los Cóndores None",-27.50042100,-58.81272200,Corrientes,"Hipermercado"
11-2-1086,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-P,FORMOSA,"Dr. Laureano Maradona Y Somacal None",-26.15145600,-58.16130800,"Formosa II","Hipermercado"
11-2-1088,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-T,CONCEPCION,"Avenida Güemes Esq. Francia None",-27.35041000,-65.58911100,Concepción,"Hipermercado"
11-2-1092,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-J,"SAN JUAN","Avenida N. Benavidez Esq. Colón 1050",-31.51111000,-68.54621100,"San Juan Chimbas","Hipermercado"
11-2-1097,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-X,"BARRIO AERONAUTICO *","Avenida Donato Alvarez 8600",-31.32402000,-64.26911800,"Cordoba Donato Alvarez","Hipermercado"
11-2-1098,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-H,"PRESIDENCIA ROQUE SAENZ PEÑA","Avenida J. M. De Rosas 1298",-26.79127100,-60.45274300,"Roque Saenz Peña","Hipermercado"
11-2-1099,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-N,POSADAS,"Avenida Cabo De Hornos 4130",-27.42561100,-55.93321200,"Posadas II","Hipermercado"
11-2-1100,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-L,"SANTA ROSA","Avenida Pte. Juan D. Perón Esq. Utracán None",-36.63481100,-64.31520800,"Santa Rosa II","Hipermercado"
11-2-1106,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-T,"SAN MIGUEL DE TUCUMAN","Avenida Ejército Del Norte 2324",-26.79418500,-65.22452100,"Tucuman II","Hipermercado"
11-2-1108,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-U,"PUERTO MADRYN","Avenida Juan B. Justo 1885",-42.78482700,-65.03337600,"Puerto Madryn","Hipermercado"
11-2-1110,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-B,CLAYPOLE,"Avenida Lacaze 3963",-34.80911200,-58.34391000,Claypole,"Supermercado"
11-2-1111,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-Y,"SAN PEDRO","San Gabriel 712",-24.22491000,-64.86041200,"San Pedro Jujuy","Hipermercado"
11-2-1114,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-P,CLORINDA,"Av. Tucumán Y Soldado Argentino None",-25.28748200,-57.72376300,Clorinda,"Supermercado"
11-2-1115,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-R,"GENERAL ROCA","Chula Vista 1550",-39.03671200,-67.58881300,"Gral Roca","Supermercado"
11-2-1116,11,2,Changomas,"Wal Mart Argentina S.R.L.",AR-B,MORON,"Av. Don Bosco 5635",-34.68908400,-58.62624400,Morón,"Hipermercado"
11-4-1027,11,4,"Mi Changomas","Wal Mart Argentina S.R.L.",AR-C,"CIUDAD AUTONOMA BUENOS AIRES","Av. Peron Eva 5526",-34.66157600,-58.48423700,Mataderos,"Supermercado"
11-4-1030,11,4,"Mi Changomas","Wal Mart Argentina S.R.L.",AR-B,"JOSE CLEMENTE PAZ","Av Gaspar Campos 5690",-34.53012600,-58.74998200,"Jose C Paz","Supermercado"
11-4-1036,11,4,"Mi Changomas","Wal Mart Argentina S.R.L.",AR-B,MORENO,"Martinez Melo 151",-34.65191800,-58.79247400,"Moreno Shopping","Supermercado"
11-4-1037,11,4,"Mi Changomas","Wal Mart Argentina S.R.L.",AR-B,"SAN MARTIN","Estrada 3072",-34.57410000,-58.53049500,"San Martín","Supermercado"
11-4-1044,11,4,"Mi Changomas","Wal Mart Argentina S.R.L.",AR-B,"WILLIAMS MORRIS *","Av Villegas 2750",-34.58722300,-58.66277600,"Hurlimgham I","Supermercado"
11-4-1045,11,4,"Mi Changomas","Wal Mart Argentina S.R.L.",AR-B,"VILLA SANTOS TESEI","Av. Gob. Valentín Vergara Esq. Cayetano 2950",-34.60749700,-58.63518100,"Hurlimgham II","Supermercado"
11-4-1046,11,4,"Mi Changomas","Wal Mart Argentina S.R.L.",AR-B,PERGAMINO,"Boulevard Dardo Rocha 280",-33.89401200,-60.56492100,Pergamino,"Supermercado"
11-4-1084,11,4,"Mi Changomas","Wal Mart Argentina S.R.L.",AR-B,"SAN VICENTE","Avenida 25 De Mayo 37",-35.02346000,-58.42352600,"San Vicente","Supermercado"
11-5-1002,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-X,"RIO CUARTO","Juan B Justo 2052",-33.13116000,-64.38240000,"Rio IV","Hipermercado"
11-5-1003,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-D,"SAN LUIS","Av Del Fundador (Ruta Nacional 7 Y 147) 1450",-33.29661900,-66.30303900,"San Luis","Hipermercado"
11-5-1004,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-B,"SAN FERNANDO","Cno Bancalari E/202 Y Uruguay None",-34.48416900,-58.59582900,"San Fernando","Hipermercado"
11-5-1005,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-M,"MENDOZA CIUDAD","Boulogne Sur Mer Y Regalado Olguin None",-32.85068700,-68.85864600,"Las Heras","Hipermercado"
11-5-1006,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-J,"BARRIO RIVADAVIA","Jose Ignacio De La Rosa Oeste 806",-31.54111200,-68.57336400,"San Juan","Hipermercado"
11-5-1008,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-W,CORRIENTES,"Gregorio Pomar 840",-27.47005000,-58.80592700,Corrientes,"Hipermercado"
11-5-1010,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-X,"CIUDAD DE CORDOBA NORTE","Av Circunvalacion Este 2557",-31.46698600,-64.16245200,"Córdoba Sur","Hipermercado"
11-5-1014,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-B,LUJAN,"Roberto J Payro 198",-34.54810700,-59.11203700,Lujan,"Hipermercado"
11-5-1016,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-B,SARANDI,"Autopista Bs As La Plata Km 9 0 None",-34.67856900,-58.33442300,"Avellaneda 2","Hipermercado"
11-5-1017,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-B,TABLADA,"Monseñor Bufano 6050",-34.70145400,-58.53401100,"La Tablada","Hipermercado"
11-5-1018,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-B,"BARRIO EL DORADO","Av Calchaqui 700",-34.73339400,-58.29361700,Quilmes,"Hipermercado"
11-5-1020,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-T,"SAN MIGUEL DE TUCUMAN","Av Camino Del Peru 950",-26.80467600,-65.26001000,Tucumán,"Hipermercado"
11-5-1043,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-B,"GREGORIO DE LAFERRERE","Ruta 21 Y Carlos Casares None",-34.74189000,-58.56431700,Laferrere,"Hipermercado"
11-5-1054,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-B,OLAVARRIA,"Av Rivadavia 4370",-36.88076700,-60.30404200,Olavarria,"Hipermercado"
11-5-1057,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-U,"COMODORO RIVADAVIA","Avenida Chile 350",-45.88347400,-67.52529900,Comodoro,"Hipermercado"
11-5-1058,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-H,RESISTENCIA,"Avenida Marconi 2279",-27.44655300,-59.02133100,Resistencia,"Hipermercado"
11-5-1068,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-M,"GODOY CRUZ","Avenida San Martín Sur 2575",-32.95136600,-68.85859600,Palmares,"Hipermercado"
11-5-1087,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-B,PILAR,"Colectora Acceso Norte 51500",-34.44873800,-58.88597800,Pilar,"Hipermercado"
11-5-1093,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-U,"COMODORO RIVADAVIA","Avenida Libertador Gral. San Martin 1585",-45.82723600,-67.46762800,"Comodoro Norte","Hipermercado"
11-5-1096,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-B,"SANTOS LUGARES","Avda. Gral. J. J. Urquiza 4320",-34.60665000,-58.55519800,Caseros,"Hipermercado"
11-5-2997,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-C,"CIUDAD AUTONOMA BUENOS AIRES","Av. De Los Constituyentes 6020",-34.57279300,-58.50780000,Grafa,"Hipermercado"
11-5-2998,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-B,"SAN JUSTO","Brig Gral J M Rosas 3990",-34.68584000,-58.55532600,"San Justo","Hipermercado"
11-5-2999,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-B,AVELLANEDA,"Av Guemes 861",-34.67750900,-58.36666800,Avellaneda,"Hipermercado"
11-5-3601,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-B,"LA PLATA NOROESTE DE LA CALLE 50","Camino Centenario 1876",-34.89049000,-57.99684800,"La Plata","Hipermercado"
11-5-3602,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-B,"BAHIA BLANCA","Sarmiento 4114",-38.69758300,-62.24309600,"Bahia BL","Hipermercado"
11-5-3603,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-S,"SANTA FE","Ruta Nac 168 Km 474 None",-31.64211100,-60.65644000,"Santa Fe (24hs)","Hipermercado"
11-5-3604,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-E,PARANA,"Anacleto Medina 319",-31.72100600,-60.54711100,Paraná,"Hipermercado"
11-5-3605,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-X,"CIUDAD DE CORDOBA NORTE","Av Colon 6051",-31.39553500,-64.25973100,"Córdoba OE","Hipermercado"
11-5-3606,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-X,"CIUDAD DE CORDOBA NORTE","Mauricio Yadarola 1699",-31.39163400,-64.15848300,"Córdoba Este","Hipermercado"
11-5-3608,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-Q,NEUQUEN,"Eugenio Perticone 1255",-38.96060100,-68.04100000,"Neuquén (24hs)","Hipermercado"
11-5-3613,11,5,"Walmart SuperCenter","Wal Mart Argentina S.R.L.",AR-M,VILLANUEVA,"Moldes 1023",-32.91451000,-68.82528700,"Mendoza (24hs)","Hipermercado"
12-1-101,12,1,"COTO CICSA","Coto Centro Integral de Comercialización S.A.",AR-B,Avellaneda,"Italia 62",-34.66500660,-58.36231750,"AVELLANEDA ","Supermercado"
12-1-103,12,1,"COTO CICSA","Coto Centro Integral de Comercialización S.A.",AR-C,"Capital Federal","Av. Gaona 1956",-34.61211490,-58.45504370,"IVONNE ","Hipermercado"
12-1-104,12,1,"COTO CICSA","Coto Centro Integral de Comercialización S.A.",AR-B,Quilmes,"12 De Octubre 3054",-34.74371630,-58.28918680,"QUILMES ","Supermercado"
12-1-105,12,1,"COTO CICSA","Coto Centro Integral de Comercialización S.A.",AR-B,"Monte Grande","Boulevar Bs. As. 710",-34.81470300,-58.45699400,"MONTE GRANDE ","Hipermercado"
12-1-107,12,1,"COTO CICSA","Coto Centro Integral de Comercialización S.A.",AR-B,"Lomas De Zamora","Hipolito Irigoyen 10699",-34.78172720,-58.40670650,"TEMPERLEY ","Hipermercado"
12-1-108,12,1,"COTO CICSA","Coto Centro Integral de Comercialización S.A.",AR-C,"Capital Federal","Av. Cabildo 4125",-34.54589410,-58.47056220,"CABILDO ","Supermercado"
12-1-109,12,1,"COTO CICSA","Coto Centro Integral de Comercialización S.A.",AR-E,Parana,"Coronel Juan M. Piran 801",-31.74193710,-60.53876510,"PARANA ","Hipermercado"
12-1-110,12,1,"COTO CICSA","Coto Centro Integral de Comercialización S.A.",AR-C,"V Illa Lugano","Soldado De La Frontera 5258",-34.68451780,-58.46414470,"LUGANO ","Hipermercado"
12-1-111,12,1,"COTO CICSA","Coto Centro Integral de Comercialización S.A.",AR-B,"San Martin","Av. Balbin 2030",-34.58105380,-58.54182520,"SAN MARTIN","Supermercado"
12-1-116,12,1,"COTO CICSA","Coto Centro Integral de Comercialización S.A.",AR-C,Caballito,"Yerbal 1062",-34.62116000,-58.44599200,"YERBAL ","Supermercado"
12-1-117,12,1,"COTO CICSA","Coto Centro Integral de Comercialización S.A.",AR-B,Campana,"Juan M. Estrada 878",-34.16595060,-58.96113280,"CAMPANA ","Supermercado"
12-1-118,12,1,"COTO CICSA","Coto Centro Integral de Comercialización S.A.",AR-S,"Ciudad De Santa Fe","Rivadavia 3396",-31.63730800,-60.70170170,"SANTA FE ","Hipermercado"
12-1-121,12,1,"COTO CICSA","Coto Centro Integral de Comercialización S.A.",AR-C,Lugano,"Larrazabal 3443",-34.67108800,-58.47915000,"LARRAZABAL ","Supermercado"
12-1-123,12,1,"COTO CICSA","Coto Centro Integral de Comercialización S.A.",AR-B,"Bella Vista","O Higgins 1263",-34.57154750,-58.68332520,"BELLA VISTA ","Supermercado"
